ID;CECO;OI;SUCURSAL;DEPARTAMENTO;MUNICIPIO;LOCALIDAD;DIRECCION_SUCURSAL;TELEFONO_SUCURSAL;CORREO_SUCURSAL;NOMBRE_CONTACTO;TELEFONO_CONTACTO;CORREO_CONTACTO;Aseo;Cafeteria;Higienicos;EPP;Dotación;Maquinaria
10079;;;258-JINF-SDIS-MARCO A IRIARTE-;11;11001;1661;KR 21 23 21 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10080;;;259-JINF-SDIS-OLAYA-;11;11001;1662;KR 26 A 41 46 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10081;;;260-JINF-SDIS-SAMORE-;11;11001;1663;CL 41 SUR 31 97;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10082;;;261-JINF-SDIS-SAN JORGE;11;11001;1664;DG 45 B BIS 13 F 36 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10083;;;CENTRO CRECER RAFAEL URIBE URIBE;11;11001;1665;Calle 31Bsur # 23B-14;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10084;;;121821-JINF-SDIS-EL REPARADOR DE SUEÑOS;11;11001;1666;DG 45 B BIS 13 F 36 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10085;;;122104-JINF-SDIS-GRANJAS DE SAN PABLO;11;11001;1667;KR 12 J 33 03 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10086;;;122248-JINF-SDIS-TRAVESURAS DE COLORES;11;11001;1668;KR 13 A 31 F 25 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10087;;;122292-JINF-SDIS-FUNTALENTUM;11;11001;1669;KR 20 24 88 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10088;;;122367-JINF-SDIS-NUEVO ACACIAS-;11;11001;1670;CL  36 SUR 13 F 85;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10089;;;122436-JINF-SDIS-RESO-OLAYA ;11;11001;1671;KR 26 A 41 46 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10090;;;122506-JINF-SDIS-RESO-MARCO A IRIARTE-;11;11001;1672;KR 21 23 21 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10091;;;122662 JINF SDIS NOC Olaya;11;11001;1673;KR 26 A 41 46 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10092;;;122664 JINF SDIS NOC Marco A Iriarte;11;11001;1674;KR 21 23 21 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10093;;;JINF SDIS NOC Nuevo Acacias;11;11001;1675;CL  36 SUR 13 F 85;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10094;;;122929 JINF SDIS NOCT Samore;11;11001;1676;CL 41 SUR 31 97;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10095;;;Casa de la Sabiduría Palabras Mayores;11;11001;1677;KR 11 26 12 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10096;;;53-JINF-SDIS-BELLO HORIZONTE-;11;11001;1678;KR 3A Este # 31D - 21 Sur;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10097;;;143-CAMA CENTRO AMAR SAN CRISTOBAL;11;11001;1679;Cll 31 C Sur No. 0 - 25 Este ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10098;;;CENTRO CRECER LA VICTORIA;11;11001;1680;Calle 32 A Sur No 7 – 32 Este;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10099;;;CENTRO COMUNIDAD DE CUIDADO BELLO HORIZONTE;11;11001;1681;CL 31 D Bis Sur No. 2 - 55 Este;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10100;;;121041-JINF-SDIS-LA VICTORIA-;11;11001;1682;CL 6B SUR # 0-57 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10101;;;121364-JINF-SDIS-LOURDES MAKADE TINIKA-;11;11001;1683;CL 8 SUR 8 B 26;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10102;;;121657-JINF-SDIS-JOSE MARTI-;11;11001;1684;CL 27 A SUR 2 75;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10103;;;121817-JINF-SDIS-UN MUNDO PARA SOÑAR;11;11001;1685;CL 27 A SUR 2 75;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10104;;;121857-JINF-SDIS-LOS ANGELES DE DAVID;11;11001;1686;KR 3A Este # 31D - 21 Sur;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10105;;;CENTRO CRECER BALCANES;11;11001;1687;Calle 11sur No 1B - 10 Este;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10106;;; CENTRO PROTEGER LA MARÍA;11;11001;1688; CARRERA 3 A #10-26 SUR ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10107;;;122110-JINF-SDIS-GUACAMAYAS (MI PEQUEÑO PARAISO);11;11001;1689;CL 37 A BIS A SUR 3 A 84;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10108;;;122112-JINF-SDIS-LA GRAN COLOMBIA POSITO DE SUEÑOS;11;11001;1690;KR 18 ESTE 9 A 68 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10109;;;122115-JINF-SDIS-SAN ISIDRO LOS CARI;11;11001;1691;CL 35 A SUR 6 A 15;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10110;;;CENTRO INTEGRARTE EXTERNO GRUPO 7 BALCANES ;11;11001;1692;Calle 11sur No 1B - 10 Este;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10111;;;CENTRO INTEGRARTE EXTERNO GRUPO 10;11;11001;1693;Calle 11sur No 1B - 10 Este;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10112;;;122620-JINF-SDIS-RESO-LA VICTORIA-;11;11001;1694;CL 6B SUR # 0-57 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10113;;; CENTRO PROTEGER LA MARÍA 1;11;11001;1695; CARRERA 3 A #10-26 SUR ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10114;;; CENTRO PROTEGER LA MARÍA 2;11;11001;1696; CARRERA 3 A #10-26 SUR ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10115;;; CENTRO PROTEGER LA MARÍA 3;11;11001;1697; CARRERA 3 A #10-26 SUR ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10116;;; CENTRO PROTEGER LA MARÍA 4;11;11001;1698; CARRERA 3 A #10-26 SUR ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10117;;; CENTRO PROTEGER LA MARÍA 5;11;11001;1699; CARRERA 3 A #10-26 SUR ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10118;;;55-JINF-SDIS-EL QUINDIO-;11;11001;1700;KR 16 A ESTE 46 C 20 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10119;;;121749-JINF-SDIS-ALEX Y NIEVES;11;11001;1701;CL 58 SUR 16 19 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10120;;;121812-JINF-SDIS-GABITO;11;11001;1702;CL 37 BIS B SUR 2 81 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10121;;;122111-JINF-SDIS-JUAN REY;11;11001;1703;CL 71 SUR 13 B 22 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10122;;;122113-JINF-SDIS-LA PENINSULA;11;11001;1704;CL 47 SUR 1 03;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10123;;;122114-JINF-SDIS-REPUBLICA DE CANADA;11;11001;1705;TV 12 B ESTE 55 98 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10124;;;122116-JINF-SDIS-SAN MARTIN DE LOBA;11;11001;1706;CL 41 B SUR 1 23 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10125;;;122117-JINF-SDIS-SAN MIGUEL;11;11001;1707;CL 40 SUR 5 30 este;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10126;;;122118-JINF-SDIS-VILLA DE LA PAZ;11;11001;1708;CL 66 SUR 11 A 27 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10127;;;122621-JINF-SDIS-RESO-REPUBLICA DE CANADA-;11;11001;1709;TV 12 B ESTE 55 98 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10128;;;122625-JINF-SDIS-RESO-SAN MIGUEL-;11;11001;1710;CL 40 SUR 5 30 este;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10129;;;122650 JINF SDIS Altos De Zuque;11;11001;1711;CALLE 43 A BIS SUR N 17-44 Este;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10130;;;122779 JINF SDIS NOCT Altos De Zuque;11;11001;1712;CALLE 43 A BIS SUR N 17-44 Este;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10131;;;Comedor Comunitario San Blas;11;11001;1713;Kr 3 Este 18 A 53 Sur;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10132;;;Atención Sociosanitaria para Ciudadanas y Ciudadanos Habitantes de Calle Balcanes;11;11001;1714;Calle 11 sur #1b10este ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10133;;;Casa de la Sabiduría La Montaña del Saber;11;11001;1715;Carrera 1a # 22a - 01 sur barrio Granada ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10134;;;25-JINF-SDIS-ATANASIO GIRARDOT-;11;11001;1716;KR 1 A ESTE 1  F 06;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10135;;;31-JINF-SDIS-LOS LACHES-;11;11001;1717;DG 4 B 6 A 11 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10136;;;32-JINF-SDIS-LA PERSEVERANCIA-;11;11001;1718;KR 1 ESTE 33 00;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10137;;;CENTRO CRECER LOURDES;11;11001;1719;Carrera 2 N. 4- 10;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10138;;;121111-JINF-SDIS-GOTICAS DE ILUSION-;11;11001;1720;KR 11 ESTE 1 A 73;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10139;;;121415-JINF-SDIS-WAWITAKUNAPA WASI LA-;11;11001;1721;KR 1 ESTE 33 00;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10140;;;121695-JINF-SDIS- CAMENTSÁ - SHINYAC;11;11001;1722;CL 1 C 13 47;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10141;;;121891-JINF-SDIS-GOTICAS DE ROCIO;11;11001;1723;CL 3 5 B 54 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10142;;;122007-JINF-SDIS-ATA;11;11001;1724;AC 6 3 A 51;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10143;;;122119-JINF-SDIS-EL TRIUNFO;11;11001;1725;CL 1 BIS B 1 B 69;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10144;;;122120-JINF-SDIS-SANTA ROSA DE LIMA;11;11001;1726;CL 1 D 6 03 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10145;;;122718 JINF SDIS NOC Ata;11;11001;1727;AC 6 3 A 51;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10146;;;Casa de la Sabiduría Años Dorados;11;11001;1728;Carrera 2 N. 4- 10;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10147;;;121-JINF-SDIS-GLORIA LARA-;11;11001;1729;KR 94 D 131 03;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10148;;;122-JINF-SDIS-HELVETIA-;11;11001;1730;CL 129 55 05;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10149;;;124-JINF-SDIS-LA MANUELITA-;11;11001;1731;AK 91 129 A 10;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10150;;;125-JINF-SDIS-SUBA-;11;11001;1732;CL 146 C BIS 91 42;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10151;;;CENTRO CRECER RINCON;11;11001;1733;Carrera 95 A N. 130  - 81;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10152;;;113315-CAMA-CENTRO AMAR SUBA;11;11001;1734;Cra. 100 A No. 137 - 13 ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10153;;;121407-JINF-SDIS-JULIO FLOREZ;11;11001;1735;KR 68 B 94 A 98;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10154;;;121450-JINF-SDIS-AURES-;11;11001;1736;CL 130 B  96 57;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10155;;;121609 JINF SDIS Princesa Orika (AFRO);11;11001;1737;CL 130 89 09;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10156;;;121805-JINF-SDIS-LUCIERNAGA FELIZ;11;11001;1738;AK 91 129 A 10;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10157;;;121833-JINF-SDIS-HAMACA DE SUEÑOS;11;11001;1739;CL 130 B  96 57;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10158;;;121859-JINF-SDIS-DORADITO LAGUNERO;11;11001;1740;KR 99 154 A 25;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10159;;;122082-JINF-SDIS-EL RUBY;11;11001;1741;CL 128 A BIS A 92 72;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10160;;;122083-JINF-SDIS-LA CHUCUA;11;11001;1742;CL 131 C 100 44;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10161;;;122085-JINF-SDIS-SAN CAYETANO;11;11001;1743;CR 93F 127B 46;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10162;;;122341-JINF-SDIS-JUEGO DE COLORES;11;11001;1744;KR 99 154 A 25;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10163;;;122444-JINF-SDIS-RESO-LA RANITA DORADA ;11;11001;1745;CL 130 89 09;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10164;;;121108-JINF-CC-Dulce Maria-;11;11001;1746;carrera 118 No 137  A 2 ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10165;;;121431-JINF-SDIS-GUE ATYQUIIB XAGUARA SUN SIASUA (LOS PINOS);11;11001;1747;CL 144 139 55;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10166;;;121690-JINF-SDIS-CASTORCITO;11;11001;1748;CL 134 A 150 B 03;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10167;;;122031-JINF-SDIS-CURRUCUTU;11;11001;1749;CL 144 139 55;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10168;;;122081-JINF-SDIS-COMUNEROS NORTE;11;11001;1750;CL 140 A 111 B 30;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10169;;;122084-JINF-SDIS-NUEVOS TIMANQUITOS;11;11001;1751;KR 125 B 132 B 51;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10170;;;122086-JINF-SDIS-TIMANQUITOS;11;11001;1752;CL 133 BIS 126 37;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10171;;;122250-JINF-SDIS-ARCO IRIS;11;11001;1753;CL 141 118 74;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10172;;;122284-JINF-SDIS-BOSQUE ENCANTADO;11;11001;1754;KR  136C  152F - 44;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10173;;;CENTRO INTEGRARTE EXTERNO GRUPO 6 GAITANA ;11;11001;1755;Carrera 125B No. 131 A-10;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10174;;;122445-JINF-SDIS-RESO-TIMANQUITOS ;11;11001;1756;CL 133 BIS 126 37;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10175;;;122446-JINF-SDIS-RESO-CASTORCITO ;11;11001;1757;CL 134 A 150 B 03;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10176;;;122701 JINF SDIS NOC Nuevos Timanquitos;11;11001;1758;KR 125 B 132 B 51;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10177;;; 122758 JI COLIBRI DE LA ESPERANZA;11;11001;1759;CL 141 118 74;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10178;;;Casa de la Sabiduría Alegría de Vivir;11;11001;1760;CL 133 126 15;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10179;;;122379-ESRU-SEMILLITAS DEL SABER CAMPESINO;11;11001;1761;"KM 8 VIA CABRERA LA UNIÓN
CENTRO POBLADO SAN JUAN";3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10180;;;122380-ESRU-PEQUEÑOS EXPLORADORES SUMAPASEÑOS;11;11001;1762;"GIMNASIO DEL CAMPO JUAN DE LA CRUZ VARELA
CENTRO POBLADO";3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10181;;;122381-ESRU-RUANITAS ENTRE NUBES;11;11001;1763;COLEGIO JAIME GARZON;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10182;;;Casa de la Sabiduría el Verdegal;11;11001;1764;VEREDA BETANIA;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10183;;;CENTRO COMUNIDAD DE CUIDADO BOSQUE POPULAR;11;11001;1765;CARRERA 39 No 25- 22 (torre 2);3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10184;;;"121658-JINF-SDIS-""TEUSAQUILLO"" LUGAR DE RECREO";11;11001;1766;CL 45 C 24 42;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10185;;;122404-JINF-SDIS-RESO-TEUSAQUILLO LUGAR DE RECREO- ;11;11001;1767;CL 45 C 24 42;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10186;;;Casa de la Sabiduría Tierra de Saberes;11;11001;1768;KR 18 39 20;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10187;;;171-JINF-SDIS-EL CARMEN;11;11001;1769;KR 28 48 A 17 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10188;;;172 JINF SDIS Pablo De Tarso;11;11001;1770;DG 49 D SUR 48 63;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10189;;;173-JINF-SDIS-RAFAEL BARBERI CUALLA-;11;11001;1771;KR 36 50 B 35 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10190;;;174-JINF-SDIS-SAN BENITO-;11;11001;1772;CL 58 SUR 19 B 37;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10191;;;175-JINF-SDIS-SANTA LUCIA-;11;11001;1773;CL 50 SUR 18 B 60;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10192;;;176-JINF-SDIS-TUNJUELITO-;11;11001;1774;CL 58 SUR 13 01;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10193;;;262-JINF-SDIS-JI RONDAS Y JUEGOS;11;11001;1775;KR 11 A 52 54 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10194;;;121635-JINF-SDIS-SIMONCITO-;11;11001;1776;KR 65 A 62 C 16 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10195;;;121730-JINF-SDIS-LA ESPIGUITA DORADA;11;11001;1777;KR 13 F 51 24 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10196;;;121748-JINF-SDIS-ROSITA ENCANTADA;11;11001;1778;KR 19 56 A 73 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10197;;;122121-JINF-SDIS-ISLA DEL SOL;11;11001;1779;CL 67 B SUR 63 15;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10198;;;122122 JINF SDIS Colina De Los Sueños;11;11001;1780;CR 54 47A 18 SUR;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10199;;;122337-JARDIN INFANTIL SDIS EL RINCON DE LAS ARDILLAS;11;11001;1781;CL 53 SUR 13 C 56;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10200;;;122624-JINF-SDIS-RESO-EL RINCON DE LAS ARDILLAS;11;11001;1782;CL 53 SUR 13 C 56;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10201;;;Casa de la Sabiduría Macondo;11;11001;1783;Carrera 14 Bis No 53 Sur - 54 (Nueva);3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10202;;;8-JINF-SDIS-BARRANCAS-;11;11001;1784;KR 7 155 80;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10203;;;9-JINF-SDIS-VERBENAL-;11;11001;1785;KR 18 A 187 75;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10204;;;11-JINF-SDIS-BUENAVISTA-;11;11001;1786;CL 190 4 C 63;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10205;;;CENTRO CRECER USAQUEN;11;11001;1787;Calle 165 N. 7 - 32- Servita;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10206;;;113372-CAMA CENTRO AMAR USAQUEN;11;11001;1788;Cll 165 - 7 - 38 ;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10207;;;121742-JINF-SDIS-TIBABITA-;11;11001;1789;CL 191 8 38;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10208;;;121743-JINF-SDIS-SANTA CECILIA-;11;11001;1790;KR 5 A 164 A 03;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10209;;;121876-JINF-SDIS-HORIZONTE;11;11001;1791;KR 3 A 183 A 15;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10210;;;121877-JINF-SDIS-ORQUIDEAS;11;11001;1792;AC 161 16 B 43;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10211;;;121878-JINF-SDIS-BABILONIA;11;11001;1793;CL 164 B 14 C 49;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10212;;;122024-JINF-SDIS-SOL NACIENTE;11;11001;1794;CL 164 B 8 F 31;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10213;;;122259-JINF-SDIS-ALELI;11;11001;1795;CL 162 17 A 75;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10214;;;122449JINF-SDIS-RESO-SANTA CECILIA ;11;11001;1796;KR 5 A 164 A 03;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10215;;;122654 JINF SDIS NOC Santa Cecilia;11;11001;1797;KR 5 A 164 A 03;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10216;;;122694 JINF SDIS NOC Orquideas;11;11001;1798;AC 161 16 B 43;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10217;;;12269 JINF SDIS NOC Buenavista;11;11001;1799;CL 190 4 C 63;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10218;;;122697 JINF SDIS NOC Verbenal;11;11001;1800;KR 18 A 187 75;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10219;;;Casa de la Sabiduría la Casa en el Árbol;11;11001;1801;Calle 165 No 7-38;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10220;;;56-JINF-SDIS-LA ESPERANZA-;11;11001;1802;CL 76 B SUR 14 39 ESTE;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10221;;;164-JINF-SDIS-BETANIA-;11;11001;1803;CL 76 B SUR 5 64;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
10222;;;CENTRO CRECER TEJARES;11;11001;1804;Carrera 2  A Este N. 75 A 22 Sur;3121234567;email@faltante.com;SIN INFORMACIÓN;312123457;email@faltante.com;;;;;;
